Created as New Dataset,Sample 007 By FTIR User 2.0 Date Friday, April 12 2024
cm-1,%T
2658.00,99.04
2657.00,99.04
2656.00,99.04
2655.00,99.05
2654.00,99.05
2653.00,99.05
2652.00,99.06
2651.00,99.06
2650.00,99.06
2649.00,99.06
2648.00,99.06
2647.00,99.06
2646.00,99.07
2645.00,99.07
2644.00,99.08
2643.00,99.08
2642.00,99.08
2641.00,99.08
2640.00,99.09
2639.00,99.10
2638.00,99.11
2637.00,99.11
2636.00,99.12
2635.00,99.12
2634.00,99.13
2633.00,99.13
2632.00,99.13
2631.00,99.13
2630.00,99.14
2629.00,99.14
2628.00,99.15
2627.00,99.15
2626.00,99.16
2625.00,99.16
2624.00,99.16
2623.00,99.17
2622.00,99.17
2621.00,99.17
2620.00,99.18
2619.00,99.18
2618.00,99.18
2617.00,99.18
2616.00,99.19
2615.00,99.19
2614.00,99.19
2613.00,99.20
2612.00,99.20
2611.00,99.20
2610.00,99.20
2609.00,99.19
2608.00,99.19
2607.00,99.18
2606.00,99.18
2605.00,99.19
2604.00,99.19
2603.00,99.19
2602.00,99.20
2601.00,99.20
2600.00,99.21
2599.00,99.21
2598.00,99.21
2597.00,99.21
2596.00,99.21
2595.00,99.21
2594.00,99.21
2593.00,99.21
2592.00,99.21
2591.00,99.22
2590.00,99.22
2589.00,99.22
2588.00,99.22
2587.00,99.21
2586.00,99.21
2585.00,99.21
2584.00,99.21
2583.00,99.22
2582.00,99.22
2581.00,99.22
2580.00,99.22
2579.00,99.22
2578.00,99.22
2577.00,99.22
2576.00,99.22
2575.00,99.21
2574.00,99.21
2573.00,99.21
2572.00,99.21
2571.00,99.21
2570.00,99.21
2569.00,99.21
2568.00,99.21
2567.00,99.20
2566.00,99.20
2565.00,99.20
2564.00,99.20
2563.00,99.20
2562.00,99.20
2561.00,99.20
2560.00,99.20
2559.00,99.20
2558.00,99.19
2557.00,99.19
2556.00,99.19
2555.00,99.19
2554.00,99.19
2553.00,99.18
2552.00,99.18
2551.00,99.18
2550.00,99.18
2549.00,99.18
2548.00,99.18
2547.00,99.18
2546.00,99.18
2545.00,99.18
2544.00,99.18
2543.00,99.17
2542.00,99.17
2541.00,99.17
2540.00,99.17
2539.00,99.17
2538.00,99.17
2537.00,99.17
2536.00,99.16
2535.00,99.16
2534.00,99.16
2533.00,99.16
2532.00,99.15
2531.00,99.15
2530.00,99.15
2529.00,99.15
2528.00,99.14
2527.00,99.14
2526.00,99.14
2525.00,99.14
2524.00,99.15
2523.00,99.15
2522.00,99.15
2521.00,99.15
2520.00,99.14
2519.00,99.14
2518.00,99.13
2517.00,99.13
2516.00,99.13
2515.00,99.12
2514.00,99.12
2513.00,99.12
2512.00,99.12
2511.00,99.12
2510.00,99.12
2509.00,99.12
2508.00,99.11
2507.00,99.11
2506.00,99.11
2505.00,99.11
2504.00,99.11
2503.00,99.11
2502.00,99.11
2501.00,99.11
2500.00,99.10
2499.00,99.10
2498.00,99.10
2497.00,99.10
2496.00,99.10
2495.00,99.10
2494.00,99.10
2493.00,99.11
2492.00,99.10
2491.00,99.10
2490.00,99.10
2489.00,99.09
2488.00,99.09
2487.00,99.09
2486.00,99.10
2485.00,99.09
2484.00,99.09
2483.00,99.09
2482.00,99.08
2481.00,99.08
2480.00,99.08
2479.00,99.08
2478.00,99.08
2477.00,99.08
